Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
112,80,3,69.0,7750,1,0,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,1,0.0,3,4,2,2,3,3,2,250,5,0,134,384,1,0,1,4,774,656,0,1430,0,0,2,1,3,1,3,7,6,1,4,3,2000.0,0,2,400,4,4,2,180,0,0,0,0,0,2,2,2,0,4,2010,8,4,180000
118,20,3,74.0,8536,1,0,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,1,12,13,1,0.0,3,4,2,2,3,3,5,0,5,0,1125,1125,1,2,1,4,1125,0,0,1125,0,0,1,1,2,1,3,5,6,0,2,1,2007.0,2,2,430,4,4,2,80,64,0,0,0,0,2,2,2,0,4,2007,6,5,155000
120,60,3,65.0,8461,1,0,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,2,390,4,4,2,0,24,0,0,0,0,2,2,2,0,7,2006,6,5,163990
124,120,3,55.0,7892,1,0,3,3,0,4,0,20,2,2,4,2,6,5,1993,1993,1,1,9,10,1,0.0,2,4,2,2,3,3,2,300,5,0,899,1199,1,0,1,4,1199,0,0,1199,0,0,2,0,2,1,2,5,6,0,2,1,1993.0,1,2,530,4,4,2,0,63,0,0,0,0,2,2,2,0,3,2008,8,4,153900
125,20,3,48.0,17043,1,0,0,3,0,1,0,14,2,2,0,2,6,5,1979,1998,1,1,6,6,1,0.0,3,2,1,2,0,3,5,0,5,0,1362,1362,1,4,1,4,1586,0,0,1586,0,0,2,0,3,1,3,7,6,1,4,1,1979.0,2,2,435,4,4,2,192,0,0,0,0,0,2,2,2,0,1,2009,8,4,181000
128,45,4,55.0,4388,1,0,0,0,0,4,0,17,1,2,0,1,5,7,1930,1950,1,1,14,14,1,0.0,3,2,0,3,3,3,3,116,5,0,556,672,1,0,1,4,840,0,0,840,0,0,1,0,3,1,3,5,6,1,4,1,1980.0,2,0,0,4,4,0,0,0,0,0,0,0,2,2,2,0,6,2007,8,4,87000
129,60,3,69.0,7590,1,0,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,12,13,1,266.0,3,4,1,3,3,3,1,512,5,0,148,660,1,4,1,4,660,688,0,1348,0,0,1,1,3,1,3,6,6,1,1,1,1966.0,1,2,453,4,4,2,188,108,0,0,0,0,2,2,2,0,7,2006,8,4,155000
131,60,3,88.0,14200,1,0,3,3,0,0,0,12,2,2,0,5,7,6,1966,1966,1,1,8,8,1,309.0,3,4,1,3,3,3,4,445,5,0,479,924,1,0,1,4,1216,941,0,2157,0,0,2,1,4,1,2,8,6,2,2,1,1966.0,0,2,487,4,4,2,105,66,0,0,0,0,2,0,2,0,5,2006,8,4,226000
132,60,3,69.0,12224,1,0,0,3,0,0,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,3,3,2,695,5,0,297,992,1,0,1,4,1022,1032,0,2054,1,0,2,1,3,1,2,7,6,1,4,3,2000.0,1,2,390,4,4,2,24,48,0,0,0,0,2,2,2,0,7,2009,8,4,244000
133,20,3,75.0,7388,1,0,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,1,0.0,3,4,1,3,3,3,4,405,5,0,658,1063,1,2,1,4,1327,0,0,1327,1,0,1,0,3,1,2,7,6,0,2,5,1974.0,2,2,624,4,4,2,0,0,0,0,0,0,2,2,2,0,7,2007,8,4,150750
134,20,3,69.0,6853,1,0,0,3,0,4,0,23,2,2,0,2,8,5,2001,2002,1,1,12,13,1,136.0,2,4,2,0,3,3,2,1005,5,0,262,1267,1,0,1,4,1296,0,0,1296,1,0,2,0,2,1,2,6,6,0,2,1,2001.0,0,2,471,4,4,2,192,25,0,0,0,0,2,2,2,0,6,2009,8,4,220000
136,20,3,80.0,10400,1,0,3,3,0,4,0,14,2,2,0,2,7,6,1970,1970,3,1,9,10,1,288.0,3,4,2,3,3,3,5,0,5,0,1304,1304,1,2,1,4,1682,0,0,1682,0,0,2,0,3,1,3,7,6,1,2,1,1970.0,2,2,530,4,4,2,98,0,0,0,0,0,2,2,2,0,5,2008,8,4,174000
137,20,3,69.0,10355,1,0,0,3,0,0,0,12,2,2,0,2,5,5,1967,1967,1,1,8,8,1,196.0,3,4,1,3,3,3,1,695,5,0,519,1214,1,4,1,4,1214,0,0,1214,0,0,2,0,3,1,3,5,6,1,1,1,1967.0,1,1,318,4,4,2,0,111,0,0,0,0,2,2,2,0,7,2007,8,4,143000
139,60,3,73.0,9066,1,0,0,3,0,4,0,5,2,2,0,5,8,5,1999,2000,1,1,12,13,1,320.0,2,4,2,2,3,2,2,668,5,0,336,1004,1,0,1,4,1004,848,0,1852,0,0,2,1,3,1,2,7,6,2,4,1,1999.0,0,3,660,4,4,2,224,106,0,0,0,0,2,0,2,0,12,2008,8,4,230000
140,60,3,65.0,15426,1,0,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,1,0.0,3,4,2,2,3,3,2,821,5,0,107,928,1,0,1,4,928,836,0,1764,1,0,2,1,3,1,2,7,6,0,2,1,1997.0,1,2,470,4,4,2,276,99,0,0,0,0,2,2,2,0,8,2009,8,4,231500
141,20,3,70.0,10500,1,0,3,3,0,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,1,0.0,3,4,1,3,3,3,0,432,5,0,432,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,1,3,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2010,4,4,115000
142,20,3,78.0,11645,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,1,0.0,2,4,2,2,3,0,2,1300,5,0,434,1734,1,0,1,4,1734,0,0,1734,1,0,2,0,3,1,2,7,6,0,2,1,2005.0,0,2,660,4,4,2,160,24,0,0,0,0,2,2,2,0,1,2006,8,4,260000
143,50,3,71.0,8520,1,0,3,3,0,0,0,12,0,2,0,0,5,4,1952,1952,1,1,3,14,1,0.0,3,1,1,3,3,3,4,507,5,0,403,910,1,1,1,4,910,475,0,1385,0,0,2,0,4,1,3,6,6,0,2,5,2000.0,2,2,720,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2010,8,4,166000
144,20,3,78.0,10335,1,0,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,1,2,679,5,0,811,1490,1,0,1,4,1501,0,0,1501,1,0,2,0,3,1,2,6,6,0,2,1,1999.0,1,2,577,4,4,2,144,29,0,0,0,0,2,2,2,0,6,2009,8,4,204000
147,30,4,51.0,6120,1,0,3,3,0,0,0,3,2,2,0,2,5,7,1931,1993,1,1,13,14,1,0.0,3,4,0,3,3,3,1,209,5,0,506,715,1,4,1,0,875,0,0,875,1,0,1,0,2,1,3,5,6,0,2,5,1931.0,2,1,180,1,4,2,48,0,0,0,0,0,2,2,2,0,11,2009,8,4,105000
148,60,3,69.0,9505,1,0,0,3,0,1,0,8,2,2,0,5,7,5,2001,2001,1,1,12,13,1,180.0,2,4,2,2,3,3,5,0,5,0,884,884,1,0,1,4,884,1151,0,2035,0,0,2,1,3,1,2,8,6,1,2,3,2001.0,0,2,434,4,4,2,144,48,0,0,0,0,2,2,2,0,5,2010,8,4,222500
149,20,3,63.0,7500,1,0,3,3,0,4,0,20,2,2,0,2,7,5,2004,2005,1,1,12,13,1,120.0,3,4,2,2,3,3,2,680,5,0,400,1080,1,0,1,4,1080,0,0,1080,1,0,1,0,3,1,2,6,6,0,2,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2008,8,4,141000
150,50,4,69.0,6240,1,0,3,3,0,4,0,3,2,2,0,0,5,4,1936,1950,1,1,8,8,1,0.0,3,4,0,2,3,3,5,0,5,0,896,896,1,2,1,0,896,448,0,1344,0,0,1,0,3,1,3,7,6,0,2,5,1936.0,2,1,240,1,4,2,200,114,0,0,0,0,2,2,2,0,4,2006,8,4,115000
153,60,3,69.0,14803,1,0,0,3,0,1,0,14,2,2,0,5,6,5,1971,1971,1,1,6,6,1,252.0,3,4,1,3,3,3,4,416,5,0,409,825,1,2,1,4,1097,896,0,1993,0,0,2,1,4,1,3,8,6,1,2,1,1971.0,1,2,495,4,4,2,0,66,0,0,0,0,2,1,2,0,6,2006,8,4,190000
158,60,3,92.0,12003,1,0,3,3,0,0,0,23,2,2,0,5,8,5,2009,2010,1,1,12,13,1,84.0,2,4,2,0,3,3,5,0,5,0,774,774,1,0,1,4,774,1194,0,1968,0,0,2,1,4,1,0,8,6,1,2,3,2009.0,0,3,680,4,4,2,0,75,0,0,0,0,2,2,2,0,5,2010,6,5,269500
159,60,1,100.0,12552,1,0,3,3,0,0,0,21,2,2,0,5,7,5,2004,2005,1,1,12,13,1,0.0,2,4,2,2,3,3,2,222,5,0,769,991,1,0,1,4,991,956,0,1947,0,0,2,1,3,1,2,8,6,1,2,1,2004.0,1,2,678,4,4,2,0,136,0,0,0,0,2,1,2,0,5,2010,8,4,254900
161,20,3,69.0,11120,1,0,0,3,0,1,0,24,2,2,0,2,6,6,1984,1984,1,1,9,10,1,0.0,3,4,2,2,3,3,1,660,5,0,572,1232,1,4,1,4,1232,0,0,1232,0,0,2,0,3,1,3,6,6,0,2,1,1984.0,2,2,516,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2008,8,4,162500
163,20,3,95.0,12182,1,0,3,3,0,0,0,16,2,2,0,2,7,5,2005,2005,1,1,12,13,1,226.0,2,4,2,2,3,2,1,1201,5,0,340,1541,1,0,1,4,1541,0,0,1541,0,0,2,0,3,1,2,7,6,1,2,1,2005.0,1,2,532,4,4,2,0,70,0,0,0,0,2,2,2,0,5,2010,6,5,220000
164,45,3,55.0,5500,1,0,3,3,0,4,0,17,2,2,0,1,4,6,1956,1956,1,1,8,8,1,0.0,3,4,1,3,3,3,5,0,5,0,882,882,1,0,1,4,882,0,0,882,0,0,1,0,1,1,3,4,6,0,2,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2007,8,4,103200
168,60,3,86.0,10562,1,0,3,3,0,4,0,16,2,2,0,5,8,5,2007,2007,1,1,12,13,2,300.0,2,4,2,0,3,3,2,1288,5,0,294,1582,1,0,1,4,1610,551,0,2161,1,0,1,1,3,1,0,8,6,1,2,1,2007.0,0,3,789,4,4,2,178,120,0,0,0,0,2,2,2,0,11,2007,6,5,325624
169,60,3,62.0,8244,1,0,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,840,840,1,0,1,4,840,880,0,1720,0,0,2,1,3,1,2,7,6,1,2,1,2004.0,0,2,440,4,4,2,100,48,0,0,0,0,2,2,2,0,5,2007,8,4,183500
187,80,3,69.0,9947,1,0,0,3,0,1,0,11,2,2,0,7,7,5,1990,1991,1,1,6,6,1,0.0,3,4,2,2,3,0,2,611,5,0,577,1188,1,0,1,4,1217,0,0,1217,1,0,2,0,3,1,2,6,6,0,2,1,1990.0,2,2,497,4,4,2,168,27,0,0,0,0,2,0,2,0,6,2009,8,4,173000
193,20,3,68.0,9017,1,0,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,0.0,2,4,2,2,3,0,2,560,5,0,871,1431,1,0,1,4,1431,0,0,1431,1,0,2,0,3,1,2,6,6,0,2,1,1999.0,0,2,666,4,4,2,0,35,0,0,0,0,2,2,2,0,9,2009,8,4,192000
195,20,3,60.0,7180,1,0,0,3,0,4,0,5,2,2,0,2,5,7,1972,1972,3,1,6,6,1,0.0,3,4,1,3,3,0,0,390,5,0,474,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,2,5,1989.0,2,1,352,4,4,2,0,0,0,0,0,0,2,2,2,0,5,2008,8,4,127000
201,20,4,80.0,8546,1,0,3,3,0,0,0,7,2,2,0,2,4,5,2003,2004,1,1,12,13,1,0.0,3,4,2,2,3,3,5,0,5,0,1121,1121,1,0,1,4,1121,0,0,1121,0,0,2,0,2,1,3,5,6,0,2,1,2003.0,1,2,440,4,4,2,132,64,0,0,0,0,2,2,2,0,3,2010,8,4,140000
204,120,4,69.0,4438,1,0,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,205.0,2,4,2,2,3,0,2,662,5,0,186,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,1,2,1,2004.0,1,2,420,4,4,2,149,0,0,0,0,0,2,2,2,0,1,2008,8,4,149000
